Block,sample,0.021,0.029,0.153,0.166,0.185,0.249,0.259,0.281,0.296,0.312,0.327,0.34,0.35,0.359,0.371,0.385,0.394,0.405,0.416,0.425,0.44,0.452,0.463,0.472,0.485,0.501,0.515,0.527,0.541,0.554,0.567,0.581,0.589,0.599,0.614,0.628,0.643,0.662,0.677,0.696,0.71,0.724,0.744,0.761,0.772,0.782,0.799,0.811,0.819,0.83,0.842
"bloco 2 Martha","N45 april",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
"bloco 2 Martha","N46 april",1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0
"bloco 2 Martha","N41 april",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0
"bloco 2 Martha","N21 april",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0
"bloco 2 Martha","N21 may",0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"bloco 2 Martha","N43 may",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
"bloco 2 Martha","N41 may",0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1
"bloco 2 Martha","N45 may",0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
