1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: EA0000002F71F021
Is Mission Active?  false
Mission Start:  Fri Apr 26 10:51:00 GMT-03:00 2013
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  1807
Total Samples:  1807
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
26/04/13 10:51:00 AM,C,23
26/04/13 11:01:00 AM,C,23
26/04/13 11:11:00 AM,C,23
26/04/13 11:21:00 AM,C,23
26/04/13 11:31:00 AM,C,23.5
26/04/13 11:41:00 AM,C,23.5
26/04/13 11:51:00 AM,C,24
26/04/13 12:01:00 PM,C,24
26/04/13 12:11:00 PM,C,24
26/04/13 12:21:00 PM,C,24.5
26/04/13 12:31:00 PM,C,24.5
26/04/13 12:41:00 PM,C,24.5
26/04/13 12:51:00 PM,C,25
26/04/13 1:01:00 PM,C,25
26/04/13 1:11:00 PM,C,25
26/04/13 1:21:00 PM,C,25
26/04/13 1:31:00 PM,C,25
26/04/13 1:41:00 PM,C,25
26/04/13 1:51:00 PM,C,25
26/04/13 2:01:00 PM,C,25.5
26/04/13 2:11:00 PM,C,25.5
26/04/13 2:21:00 PM,C,25.5
26/04/13 2:31:00 PM,C,26
26/04/13 2:41:00 PM,C,25.5
26/04/13 2:51:00 PM,C,25.5
26/04/13 3:01:00 PM,C,25.5
26/04/13 3:11:00 PM,C,26
26/04/13 3:21:00 PM,C,25.5
26/04/13 3:31:00 PM,C,26
26/04/13 3:41:00 PM,C,26
26/04/13 3:51:00 PM,C,26
26/04/13 4:01:00 PM,C,25.5
26/04/13 4:11:00 PM,C,25.5
26/04/13 4:21:00 PM,C,25.5
26/04/13 4:31:00 PM,C,25
26/04/13 4:41:00 PM,C,25
26/04/13 4:51:00 PM,C,24.5
26/04/13 5:01:00 PM,C,24.5
26/04/13 5:11:00 PM,C,24
26/04/13 5:21:00 PM,C,24
26/04/13 5:31:00 PM,C,24
26/04/13 5:41:00 PM,C,23.5
26/04/13 5:51:00 PM,C,23.5
26/04/13 6:01:00 PM,C,23.5
26/04/13 6:11:00 PM,C,23
26/04/13 6:21:00 PM,C,23
26/04/13 6:31:00 PM,C,23
26/04/13 6:41:00 PM,C,23
26/04/13 6:51:00 PM,C,22.5
26/04/13 7:01:00 PM,C,22.5
26/04/13 7:11:00 PM,C,22.5
26/04/13 7:21:00 PM,C,22
26/04/13 7:31:00 PM,C,22
26/04/13 7:41:00 PM,C,22
26/04/13 7:51:00 PM,C,22
26/04/13 8:01:00 PM,C,21.5
26/04/13 8:11:00 PM,C,21.5
26/04/13 8:21:00 PM,C,21.5
26/04/13 8:31:00 PM,C,21
26/04/13 8:41:00 PM,C,21
26/04/13 8:51:00 PM,C,21
26/04/13 9:01:00 PM,C,20.5
26/04/13 9:11:00 PM,C,20.5
26/04/13 9:21:00 PM,C,20.5
26/04/13 9:31:00 PM,C,20
26/04/13 9:41:00 PM,C,20
26/04/13 9:51:00 PM,C,19.5
26/04/13 10:01:00 PM,C,19.5
26/04/13 10:11:00 PM,C,19.5
26/04/13 10:21:00 PM,C,19
26/04/13 10:31:00 PM,C,19
26/04/13 10:41:00 PM,C,19
26/04/13 10:51:00 PM,C,19
26/04/13 11:01:00 PM,C,18.5
26/04/13 11:11:00 PM,C,18.5
26/04/13 11:21:00 PM,C,18.5
26/04/13 11:31:00 PM,C,18.5
26/04/13 11:41:00 PM,C,18.5
26/04/13 11:51:00 PM,C,18
27/04/13 12:01:00 AM,C,18
27/04/13 12:11:00 AM,C,18
27/04/13 12:21:00 AM,C,18
27/04/13 12:31:00 AM,C,18
27/04/13 12:41:00 AM,C,17.5
27/04/13 12:51:00 AM,C,17.5
27/04/13 1:01:00 AM,C,17.5
27/04/13 1:11:00 AM,C,17.5
27/04/13 1:21:00 AM,C,17.5
27/04/13 1:31:00 AM,C,17.5
27/04/13 1:41:00 AM,C,17
27/04/13 1:51:00 AM,C,17
27/04/13 2:01:00 AM,C,17
27/04/13 2:11:00 AM,C,17
27/04/13 2:21:00 AM,C,17
27/04/13 2:31:00 AM,C,17
27/04/13 2:41:00 AM,C,16.5
27/04/13 2:51:00 AM,C,16.5
27/04/13 3:01:00 AM,C,16.5
27/04/13 3:11:00 AM,C,16.5
27/04/13 3:21:00 AM,C,16.5
27/04/13 3:31:00 AM,C,16.5
27/04/13 3:41:00 AM,C,16.5
27/04/13 3:51:00 AM,C,16
27/04/13 4:01:00 AM,C,16
27/04/13 4:11:00 AM,C,16
27/04/13 4:21:00 AM,C,16
27/04/13 4:31:00 AM,C,16
27/04/13 4:41:00 AM,C,16
27/04/13 4:51:00 AM,C,15.5
27/04/13 5:01:00 AM,C,15.5
27/04/13 5:11:00 AM,C,15.5
27/04/13 5:21:00 AM,C,15.5
27/04/13 5:31:00 AM,C,15.5
27/04/13 5:41:00 AM,C,15.5
27/04/13 5:51:00 AM,C,15.5
27/04/13 6:01:00 AM,C,15.5
27/04/13 6:11:00 AM,C,15.5
27/04/13 6:21:00 AM,C,15.5
27/04/13 6:31:00 AM,C,15.5
27/04/13 6:41:00 AM,C,15.5
27/04/13 6:51:00 AM,C,15.5
27/04/13 7:01:00 AM,C,15.5
27/04/13 7:11:00 AM,C,15.5
27/04/13 7:21:00 AM,C,15.5
27/04/13 7:31:00 AM,C,16
