1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0F0000002F7A6F21
Is Mission Active?  true
Mission Start:  Thu May 16 15:36:00 BRT 2013
Sample Rate:  Every 1 minute(s)
Number of Mission Samples:  251
Total Samples:  15435
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
16/05/13 15:36:00,C,31,5
16/05/13 15:37:00,C,34
16/05/13 15:38:00,C,34,5
16/05/13 15:39:00,C,33
16/05/13 15:40:00,C,32
16/05/13 15:41:00,C,32
16/05/13 15:42:00,C,31,5
16/05/13 15:43:00,C,31,5
16/05/13 15:44:00,C,32
16/05/13 15:45:00,C,35
16/05/13 15:46:00,C,38
16/05/13 15:47:00,C,39,5
16/05/13 15:48:00,C,40
16/05/13 15:49:00,C,42
16/05/13 15:50:00,C,46,5
16/05/13 15:51:00,C,49
16/05/13 15:52:00,C,51
16/05/13 15:53:00,C,53,5
16/05/13 15:54:00,C,54,5
16/05/13 15:55:00,C,55
16/05/13 15:56:00,C,55,5
16/05/13 15:57:00,C,55
16/05/13 15:58:00,C,54
16/05/13 15:59:00,C,53
16/05/13 16:00:00,C,51
16/05/13 16:01:00,C,42,5
16/05/13 16:02:00,C,35
16/05/13 16:03:00,C,32,5
16/05/13 16:04:00,C,31,5
16/05/13 16:05:00,C,31
16/05/13 16:06:00,C,31
16/05/13 16:07:00,C,31
16/05/13 16:08:00,C,33,5
16/05/13 16:09:00,C,37,5
16/05/13 16:10:00,C,40,5
16/05/13 16:11:00,C,42,5
16/05/13 16:12:00,C,44
16/05/13 16:13:00,C,47
16/05/13 16:14:00,C,50
16/05/13 16:15:00,C,51,5
16/05/13 16:16:00,C,52,5
16/05/13 16:17:00,C,53
16/05/13 16:18:00,C,53
16/05/13 16:19:00,C,52,5
16/05/13 16:20:00,C,52,5
16/05/13 16:21:00,C,52
16/05/13 16:22:00,C,52
16/05/13 16:23:00,C,51,5
16/05/13 16:24:00,C,51
16/05/13 16:25:00,C,51
16/05/13 16:26:00,C,50,5
16/05/13 16:27:00,C,50
16/05/13 16:28:00,C,50
16/05/13 16:29:00,C,49,5
16/05/13 16:30:00,C,49,5
16/05/13 16:31:00,C,49
16/05/13 16:32:00,C,48,5
16/05/13 16:33:00,C,48,5
16/05/13 16:34:00,C,48
16/05/13 16:35:00,C,48
16/05/13 16:36:00,C,47,5
16/05/13 16:37:00,C,47
16/05/13 16:38:00,C,47
16/05/13 16:39:00,C,46,5
16/05/13 16:40:00,C,46,5
16/05/13 16:41:00,C,46
16/05/13 16:42:00,C,46
16/05/13 16:43:00,C,45,5
16/05/13 16:44:00,C,45
16/05/13 16:45:00,C,45
