1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0F0000002F7A6F21
Is Mission Active?  true
Mission Start:  Tue May 14 12:30:00 BRT 2013
Sample Rate:  Every 1 minute(s)
Number of Mission Samples:  428
Total Samples:  15086
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
14/05/13 12:30:00,C,29,5
14/05/13 12:31:00,C,29
14/05/13 12:32:00,C,29,5
14/05/13 12:33:00,C,29,5
14/05/13 12:34:00,C,29,5
14/05/13 12:35:00,C,33
14/05/13 12:36:00,C,33,5
14/05/13 12:37:00,C,32,5
14/05/13 12:38:00,C,31,5
14/05/13 12:39:00,C,31
14/05/13 12:40:00,C,30,5
14/05/13 12:41:00,C,30
14/05/13 12:42:00,C,29
14/05/13 12:43:00,C,26,5
14/05/13 12:44:00,C,26
14/05/13 12:45:00,C,26
14/05/13 12:46:00,C,26
14/05/13 12:47:00,C,26
14/05/13 12:48:00,C,26
14/05/13 12:49:00,C,26
14/05/13 12:50:00,C,26
14/05/13 12:51:00,C,26
14/05/13 12:52:00,C,26
14/05/13 12:53:00,C,26
14/05/13 12:54:00,C,26
14/05/13 12:55:00,C,26
14/05/13 12:56:00,C,26
14/05/13 12:57:00,C,26
14/05/13 12:58:00,C,27
14/05/13 12:59:00,C,30,5
14/05/13 13:00:00,C,33,5
14/05/13 13:01:00,C,36
14/05/13 13:02:00,C,37,5
14/05/13 13:03:00,C,39,5
14/05/13 13:04:00,C,42,5
14/05/13 13:05:00,C,44,5
14/05/13 13:06:00,C,45,5
14/05/13 13:07:00,C,47
14/05/13 13:08:00,C,47
14/05/13 13:09:00,C,46,5
14/05/13 13:10:00,C,46
14/05/13 13:11:00,C,45
14/05/13 13:12:00,C,44
14/05/13 13:13:00,C,43
14/05/13 13:14:00,C,42
14/05/13 13:15:00,C,41,5
14/05/13 13:16:00,C,40,5
14/05/13 13:17:00,C,40
14/05/13 13:18:00,C,39
14/05/13 13:19:00,C,38,5
14/05/13 13:20:00,C,38
14/05/13 13:21:00,C,37,5
14/05/13 13:22:00,C,37
14/05/13 13:23:00,C,36,5
14/05/13 13:24:00,C,36
14/05/13 13:25:00,C,35,5
14/05/13 13:26:00,C,35,5
14/05/13 13:27:00,C,35
14/05/13 13:28:00,C,35
14/05/13 13:29:00,C,34,5
14/05/13 13:30:00,C,34
14/05/13 13:31:00,C,34
14/05/13 13:32:00,C,34
14/05/13 13:33:00,C,33,5
14/05/13 13:34:00,C,33,5
14/05/13 13:35:00,C,33
14/05/13 13:36:00,C,33
14/05/13 13:37:00,C,33
14/05/13 13:38:00,C,33
14/05/13 13:39:00,C,32,5
14/05/13 13:40:00,C,32,5
14/05/13 13:41:00,C,32,5
14/05/13 13:42:00,C,32,5
14/05/13 13:43:00,C,32
14/05/13 13:44:00,C,32
14/05/13 13:45:00,C,32
14/05/13 13:46:00,C,32
14/05/13 13:47:00,C,32
14/05/13 13:48:00,C,32
14/05/13 13:49:00,C,32
14/05/13 13:50:00,C,31,5
14/05/13 13:51:00,C,31,5
14/05/13 13:52:00,C,31,5
14/05/13 13:53:00,C,31,5
14/05/13 13:54:00,C,31,5
14/05/13 13:55:00,C,31,5
14/05/13 13:56:00,C,31,5
14/05/13 13:57:00,C,31,5
14/05/13 13:58:00,C,31,5
