14/05/13 13:59:00,C,31,5
14/05/13 14:00:00,C,31,5
14/05/13 14:01:00,C,31,5
14/05/13 14:02:00,C,31
14/05/13 14:03:00,C,31
14/05/13 14:04:00,C,31
14/05/13 14:05:00,C,31
14/05/13 14:06:00,C,31
14/05/13 14:07:00,C,31
14/05/13 14:08:00,C,31
14/05/13 14:09:00,C,31
14/05/13 14:10:00,C,31
14/05/13 14:11:00,C,31
14/05/13 14:12:00,C,31
14/05/13 14:13:00,C,31
14/05/13 14:14:00,C,31
14/05/13 14:15:00,C,31
14/05/13 14:16:00,C,31
14/05/13 14:17:00,C,31
14/05/13 14:18:00,C,31
14/05/13 14:19:00,C,31
14/05/13 14:20:00,C,31
14/05/13 14:21:00,C,31
14/05/13 14:22:00,C,31
14/05/13 14:23:00,C,31
14/05/13 14:24:00,C,31
14/05/13 14:25:00,C,31
14/05/13 14:26:00,C,31
14/05/13 14:27:00,C,31
14/05/13 14:28:00,C,31
14/05/13 14:29:00,C,31
14/05/13 14:30:00,C,31
14/05/13 14:31:00,C,31
14/05/13 14:32:00,C,31
14/05/13 14:33:00,C,31
14/05/13 14:34:00,C,31
14/05/13 14:35:00,C,31
14/05/13 14:36:00,C,31
14/05/13 14:37:00,C,31
14/05/13 14:38:00,C,31
14/05/13 14:39:00,C,31
14/05/13 14:40:00,C,31
14/05/13 14:41:00,C,31
14/05/13 14:42:00,C,31
14/05/13 14:43:00,C,31
14/05/13 14:44:00,C,31
14/05/13 14:45:00,C,31
14/05/13 14:46:00,C,31
14/05/13 14:47:00,C,31
14/05/13 14:48:00,C,31
14/05/13 14:49:00,C,31
14/05/13 14:50:00,C,31
14/05/13 14:51:00,C,31
14/05/13 14:52:00,C,31
14/05/13 14:53:00,C,31
14/05/13 14:54:00,C,31
14/05/13 14:55:00,C,30,5
14/05/13 14:56:00,C,30,5
14/05/13 14:57:00,C,30,5
14/05/13 14:58:00,C,30
14/05/13 14:59:00,C,30
14/05/13 15:00:00,C,30
14/05/13 15:01:00,C,31
14/05/13 15:02:00,C,32
14/05/13 15:03:00,C,33
14/05/13 15:04:00,C,34
14/05/13 15:05:00,C,36
14/05/13 15:06:00,C,39
14/05/13 15:07:00,C,42,5
14/05/13 15:08:00,C,45
14/05/13 15:09:00,C,47
14/05/13 15:10:00,C,48
14/05/13 15:11:00,C,48,5
14/05/13 15:12:00,C,48,5
14/05/13 15:13:00,C,39,5
14/05/13 15:14:00,C,33,5
14/05/13 15:15:00,C,32
14/05/13 15:16:00,C,31,5
14/05/13 15:17:00,C,31
14/05/13 15:18:00,C,31
14/05/13 15:19:00,C,31,5
14/05/13 15:20:00,C,32,5
14/05/13 15:21:00,C,35
14/05/13 15:22:00,C,36,5
14/05/13 15:23:00,C,37,5
14/05/13 15:24:00,C,39,5
14/05/13 15:25:00,C,43
14/05/13 15:26:00,C,46,5
14/05/13 15:27:00,C,48,5
14/05/13 15:28:00,C,50
14/05/13 15:29:00,C,50
14/05/13 15:30:00,C,37,5
14/05/13 15:31:00,C,32
14/05/13 15:32:00,C,30,5
14/05/13 15:33:00,C,30
14/05/13 15:34:00,C,30
14/05/13 15:35:00,C,30
14/05/13 15:36:00,C,30
14/05/13 15:37:00,C,30
14/05/13 15:38:00,C,30,5
14/05/13 15:39:00,C,31,5
14/05/13 15:40:00,C,33
14/05/13 15:41:00,C,34
14/05/13 15:42:00,C,35,5
14/05/13 15:43:00,C,38,5
14/05/13 15:44:00,C,41,5
14/05/13 15:45:00,C,43,5
14/05/13 15:46:00,C,45
14/05/13 15:47:00,C,46,5
14/05/13 15:48:00,C,48,5
14/05/13 15:49:00,C,48,5
14/05/13 15:50:00,C,48
14/05/13 15:51:00,C,47,5
14/05/13 15:52:00,C,47
14/05/13 15:53:00,C,46
14/05/13 15:54:00,C,45,5
14/05/13 15:55:00,C,44,5
14/05/13 15:56:00,C,43,5
14/05/13 15:57:00,C,43
14/05/13 15:58:00,C,42,5
14/05/13 15:59:00,C,41,5
14/05/13 16:00:00,C,41
14/05/13 16:01:00,C,40,5
14/05/13 16:02:00,C,39,5
14/05/13 16:03:00,C,39
14/05/13 16:04:00,C,38,5
14/05/13 16:05:00,C,38
14/05/13 16:06:00,C,37,5
14/05/13 16:07:00,C,37
14/05/13 16:08:00,C,37
14/05/13 16:09:00,C,36,5
14/05/13 16:10:00,C,36
14/05/13 16:11:00,C,35,5
14/05/13 16:12:00,C,35,5
14/05/13 16:13:00,C,35
14/05/13 16:14:00,C,34,5
14/05/13 16:15:00,C,34,5
14/05/13 16:16:00,C,34
14/05/13 16:17:00,C,34
14/05/13 16:18:00,C,33,5
14/05/13 16:19:00,C,33,5
14/05/13 16:20:00,C,33
14/05/13 16:21:00,C,33
14/05/13 16:22:00,C,32,5
14/05/13 16:23:00,C,32,5
14/05/13 16:24:00,C,32
14/05/13 16:25:00,C,32
14/05/13 16:26:00,C,32
14/05/13 16:27:00,C,31,5
14/05/13 16:28:00,C,31,5
14/05/13 16:29:00,C,31,5
14/05/13 16:30:00,C,31,5
14/05/13 16:31:00,C,31
14/05/13 16:32:00,C,31
14/05/13 16:33:00,C,31
14/05/13 16:34:00,C,31
14/05/13 16:35:00,C,30,5
14/05/13 16:36:00,C,30,5
14/05/13 16:37:00,C,30,5
14/05/13 16:38:00,C,30,5
14/05/13 16:39:00,C,30
14/05/13 16:40:00,C,30
14/05/13 16:41:00,C,30
14/05/13 16:42:00,C,30
14/05/13 16:43:00,C,30
14/05/13 16:44:00,C,29,5
14/05/13 16:45:00,C,29,5
14/05/13 16:46:00,C,29,5
14/05/13 16:47:00,C,29,5
14/05/13 16:48:00,C,29,5
14/05/13 16:49:00,C,29,5
14/05/13 16:50:00,C,29,5
14/05/13 16:51:00,C,29
14/05/13 16:52:00,C,29
14/05/13 16:53:00,C,29
14/05/13 16:54:00,C,29
14/05/13 16:55:00,C,28
14/05/13 16:56:00,C,28
14/05/13 16:57:00,C,27,5
14/05/13 16:58:00,C,27,5
14/05/13 16:59:00,C,27,5
14/05/13 17:00:00,C,27,5
14/05/13 17:01:00,C,27,5
14/05/13 17:02:00,C,29
14/05/13 17:03:00,C,30,5
14/05/13 17:04:00,C,32
14/05/13 17:05:00,C,33
14/05/13 17:06:00,C,34,5
14/05/13 17:07:00,C,36,5
14/05/13 17:08:00,C,38,5
14/05/13 17:09:00,C,40,5
14/05/13 17:10:00,C,42
14/05/13 17:11:00,C,43
14/05/13 17:12:00,C,45
14/05/13 17:13:00,C,47
14/05/13 17:14:00,C,48
14/05/13 17:15:00,C,48,5
14/05/13 17:16:00,C,48,5
14/05/13 17:17:00,C,48,5
14/05/13 17:18:00,C,48,5
14/05/13 17:19:00,C,48,5
14/05/13 17:20:00,C,48
14/05/13 17:21:00,C,48
14/05/13 17:22:00,C,47,5
14/05/13 17:23:00,C,47,5
14/05/13 17:24:00,C,47
14/05/13 17:25:00,C,47
14/05/13 17:26:00,C,47
14/05/13 17:27:00,C,46,5
14/05/13 17:28:00,C,46,5
14/05/13 17:29:00,C,46
14/05/13 17:30:00,C,46
14/05/13 17:31:00,C,45,5
14/05/13 17:32:00,C,45,5
14/05/13 17:33:00,C,45,5
14/05/13 17:34:00,C,45
14/05/13 17:35:00,C,45
14/05/13 17:36:00,C,44,5
14/05/13 17:37:00,C,44,5
14/05/13 17:38:00,C,44,5
14/05/13 17:39:00,C,44
14/05/13 17:40:00,C,44
14/05/13 17:41:00,C,43,5
14/05/13 17:42:00,C,43,5
14/05/13 17:43:00,C,43,5
14/05/13 17:44:00,C,43
14/05/13 17:45:00,C,43
14/05/13 17:46:00,C,43
14/05/13 17:47:00,C,42,5
14/05/13 17:48:00,C,42,5
14/05/13 17:49:00,C,42,5
14/05/13 17:50:00,C,42
14/05/13 17:51:00,C,41,5
14/05/13 17:52:00,C,41
14/05/13 17:53:00,C,40,5
14/05/13 17:54:00,C,40
14/05/13 17:55:00,C,39
14/05/13 17:56:00,C,38
14/05/13 17:57:00,C,37,5
14/05/13 17:58:00,C,36,5
14/05/13 17:59:00,C,36
14/05/13 18:00:00,C,35,5
14/05/13 18:01:00,C,35
14/05/13 18:02:00,C,34,5
14/05/13 18:03:00,C,34
14/05/13 18:04:00,C,33,5
14/05/13 18:05:00,C,33
14/05/13 18:06:00,C,32,5
14/05/13 18:07:00,C,32,5
14/05/13 18:08:00,C,32
14/05/13 18:09:00,C,31,5
14/05/13 18:10:00,C,31,5
14/05/13 18:11:00,C,31
14/05/13 18:12:00,C,31
14/05/13 18:13:00,C,31
14/05/13 18:14:00,C,30,5
14/05/13 18:15:00,C,30,5
14/05/13 18:16:00,C,30,5
14/05/13 18:17:00,C,30
14/05/13 18:18:00,C,30
14/05/13 18:19:00,C,29,5
14/05/13 18:20:00,C,29
14/05/13 18:21:00,C,29
14/05/13 18:22:00,C,29
14/05/13 18:23:00,C,29,5
14/05/13 18:24:00,C,30,5
14/05/13 18:25:00,C,32
14/05/13 18:26:00,C,33,5
14/05/13 18:27:00,C,35,5
14/05/13 18:28:00,C,37,5
14/05/13 18:29:00,C,40,5
14/05/13 18:30:00,C,43
14/05/13 18:31:00,C,44
14/05/13 18:32:00,C,45
14/05/13 18:33:00,C,45
14/05/13 18:34:00,C,45
14/05/13 18:35:00,C,45
14/05/13 18:36:00,C,45
14/05/13 18:37:00,C,43,5
14/05/13 18:38:00,C,34,5
14/05/13 18:39:00,C,32,5
14/05/13 18:40:00,C,31,5
14/05/13 18:41:00,C,31
14/05/13 18:42:00,C,31
14/05/13 18:43:00,C,32
14/05/13 18:44:00,C,33
14/05/13 18:45:00,C,34,5
14/05/13 18:46:00,C,36
14/05/13 18:47:00,C,37,5
14/05/13 18:48:00,C,40
14/05/13 18:49:00,C,42,5
14/05/13 18:50:00,C,44
14/05/13 18:51:00,C,44,5
14/05/13 18:52:00,C,45
14/05/13 18:53:00,C,45
14/05/13 18:54:00,C,45
14/05/13 18:55:00,C,44,5
14/05/13 18:56:00,C,42,5
14/05/13 18:57:00,C,34
14/05/13 18:58:00,C,32
14/05/13 18:59:00,C,31
14/05/13 19:00:00,C,30,5
14/05/13 19:01:00,C,30,5
14/05/13 19:02:00,C,31,5
14/05/13 19:03:00,C,32,5
14/05/13 19:04:00,C,33,5
14/05/13 19:05:00,C,34,5
14/05/13 19:06:00,C,36
14/05/13 19:07:00,C,39,5
14/05/13 19:08:00,C,43,5
14/05/13 19:09:00,C,46
14/05/13 19:10:00,C,47,5
14/05/13 19:11:00,C,48,5
14/05/13 19:12:00,C,50,5
14/05/13 19:13:00,C,54
14/05/13 19:14:00,C,57
14/05/13 19:15:00,C,59
14/05/13 19:16:00,C,58,5
14/05/13 19:17:00,C,55
14/05/13 19:18:00,C,38
14/05/13 19:19:00,C,33,5
14/05/13 19:20:00,C,32,5
14/05/13 19:21:00,C,32,5
14/05/13 19:22:00,C,35
14/05/13 19:23:00,C,38,5
14/05/13 19:24:00,C,41,5
14/05/13 19:25:00,C,44
14/05/13 19:26:00,C,46
14/05/13 19:27:00,C,48
14/05/13 19:28:00,C,49,5
14/05/13 19:29:00,C,51
14/05/13 19:30:00,C,52
14/05/13 19:31:00,C,54
14/05/13 19:32:00,C,56,5
14/05/13 19:33:00,C,58,5
14/05/13 19:34:00,C,58,5
14/05/13 19:35:00,C,57,5
14/05/13 19:36:00,C,56
14/05/13 19:37:00,C,47
